dataset,model,seed,iter,best_score,hyperparams
air_quality,BWO-CNN,999,96,0.6984,"{""filters"":[128,256,416],""kernel_sizes"":[3,3,3],""dense_units"":256,""learning_rate"":0.0006302494097246091}"
air_quality,BWO-CNN,999,97,0.695,"{""filters"":[129,258,419],""kernel_sizes"":[3,3,3],""dense_units"":258,""learning_rate"":0.0006302494097246091}"
air_quality,BWO-CNN,999,98,0.7113,"{""filters"":[130,260,422],""kernel_sizes"":[3,3,3],""dense_units"":260,""learning_rate"":0.0006302494097246091}"
air_quality,BWO-CNN,999,99,0.7108,"{""filters"":[131,262,425],""kernel_sizes"":[3,3,3],""dense_units"":262,""learning_rate"":0.0006302494097246091}"
gefcom,COA-BiLSTM,42,0,0.2611,"{""hidden_dim"":64,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.2}"
gefcom,COA-BiLSTM,42,1,0.3078,"{""hidden_dim"":66,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.203}"
gefcom,COA-BiLSTM,42,2,0.3403,"{""hidden_dim"":68,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.20600000000000002}"
gefcom,COA-BiLSTM,42,3,0.3558,"{""hidden_dim"":70,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.20900000000000002}"
gefcom,COA-BiLSTM,42,4,0.3646,"{""hidden_dim"":72,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.21200000000000002}"
gefcom,COA-BiLSTM,42,5,0.3735,"{""hidden_dim"":74,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.21500000000000002}"
gefcom,COA-BiLSTM,42,6,0.3692,"{""hidden_dim"":76,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.218}"
gefcom,COA-BiLSTM,42,7,0.401,"{""hidden_dim"":78,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.221}"
gefcom,COA-BiLSTM,42,8,0.409,"{""hidden_dim"":80,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.224}"
gefcom,COA-BiLSTM,42,9,0.4009,"{""hidden_dim"":82,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.227}"
gefcom,COA-BiLSTM,42,10,0.42,"{""hidden_dim"":84,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23}"
gefcom,COA-BiLSTM,42,11,0.4405,"{""hidden_dim"":86,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.233}"
gefcom,COA-BiLSTM,42,12,0.4486,"{""hidden_dim"":88,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23600000000000002}"
gefcom,COA-BiLSTM,42,13,0.4643,"{""hidden_dim"":90,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23900000000000002}"
gefcom,COA-BiLSTM,42,14,0.4406,"{""hidden_dim"":92,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.24200000000000002}"
gefcom,COA-BiLSTM,42,15,0.4736,"{""hidden_dim"":94,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.245}"
gefcom,COA-BiLSTM,42,16,0.4837,"{""hidden_dim"":96,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.248}"
gefcom,COA-BiLSTM,42,17,0.4788,"{""hidden_dim"":98,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.251}"
gefcom,COA-BiLSTM,42,18,0.4903,"{""hidden_dim"":100,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.254}"
gefcom,COA-BiLSTM,42,19,0.4994,"{""hidden_dim"":102,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.257}"
gefcom,COA-BiLSTM,42,20,0.4908,"{""hidden_dim"":104,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.26}"
gefcom,COA-BiLSTM,42,21,0.4996,"{""hidden_dim"":106,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.263}"
gefcom,COA-BiLSTM,42,22,0.4897,"{""hidden_dim"":108,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.266}"
gefcom,COA-BiLSTM,42,23,0.5319,"{""hidden_dim"":110,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.269}"
gefcom,COA-BiLSTM,42,24,0.5206,"{""hidden_dim"":112,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.272}"
gefcom,COA-BiLSTM,42,25,0.5317,"{""hidden_dim"":114,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.275}"
gefcom,COA-BiLSTM,42,26,0.5478,"{""hidden_dim"":116,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.278}"
gefcom,COA-BiLSTM,42,27,0.5382,"{""hidden_dim"":118,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.281}"
gefcom,COA-BiLSTM,42,28,0.5376,"{""hidden_dim"":120,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.28400000000000003}"
gefcom,COA-BiLSTM,42,29,0.5699,"{""hidden_dim"":122,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.28700000000000003}"
gefcom,COA-BiLSTM,42,30,0.5531,"{""hidden_dim"":124,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29000000000000004}"
gefcom,COA-BiLSTM,42,31,0.5809,"{""hidden_dim"":126,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29300000000000004}"
gefcom,COA-BiLSTM,42,32,0.5696,"{""hidden_dim"":128,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29600000000000004}"
gefcom,COA-BiLSTM,42,33,0.5975,"{""hidden_dim"":130,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29900000000000004}"
gefcom,COA-BiLSTM,42,34,0.5774,"{""hidden_dim"":132,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.30200000000000005}"
gefcom,COA-BiLSTM,42,35,0.5771,"{""hidden_dim"":134,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.305}"
gefcom,COA-BiLSTM,42,36,0.5946,"{""hidden_dim"":136,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.308}"
gefcom,COA-BiLSTM,42,37,0.6084,"{""hidden_dim"":138,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.311}"
gefcom,COA-BiLSTM,42,38,0.5947,"{""hidden_dim"":140,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.314}"
gefcom,COA-BiLSTM,42,39,0.5981,"{""hidden_dim"":142,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.317}"
gefcom,COA-BiLSTM,42,40,0.5986,"{""hidden_dim"":144,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.32}"
gefcom,COA-BiLSTM,42,41,0.6178,"{""hidden_dim"":146,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.323}"
gefcom,COA-BiLSTM,42,42,0.6189,"{""hidden_dim"":148,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.326}"
gefcom,COA-BiLSTM,42,43,0.6327,"{""hidden_dim"":150,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.329}"
gefcom,COA-BiLSTM,42,44,0.6311,"{""hidden_dim"":152,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.332}"
gefcom,COA-BiLSTM,42,45,0.6422,"{""hidden_dim"":154,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.335}"
gefcom,COA-BiLSTM,42,46,0.6406,"{""hidden_dim"":156,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.338}"
gefcom,COA-BiLSTM,42,47,0.6505,"{""hidden_dim"":158,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.34099999999999997}"
gefcom,COA-BiLSTM,42,48,0.6495,"{""hidden_dim"":160,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.344}"
gefcom,COA-BiLSTM,42,49,0.6425,"{""hidden_dim"":162,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.347}"
gefcom,COA-BiLSTM,42,50,0.648,"{""hidden_dim"":164,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.35}"
gefcom,COA-BiLSTM,42,51,0.6569,"{""hidden_dim"":166,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.353}"
gefcom,COA-BiLSTM,42,52,0.6632,"{""hidden_dim"":168,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.356}"
gefcom,COA-BiLSTM,42,53,0.6621,"{""hidden_dim"":170,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.359}"
gefcom,COA-BiLSTM,42,54,0.6618,"{""hidden_dim"":172,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.362}"
gefcom,COA-BiLSTM,42,55,0.6784,"{""hidden_dim"":174,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.365}"
gefcom,COA-BiLSTM,42,56,0.6726,"{""hidden_dim"":176,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.368}"
gefcom,COA-BiLSTM,42,57,0.6921,"{""hidden_dim"":178,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.371}"
gefcom,COA-BiLSTM,42,58,0.684,"{""hidden_dim"":180,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.374}"
gefcom,COA-BiLSTM,42,59,0.6756,"{""hidden_dim"":182,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.377}"
gefcom,COA-BiLSTM,42,60,0.6778,"{""hidden_dim"":184,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.38}"
gefcom,COA-BiLSTM,42,61,0.7043,"{""hidden_dim"":186,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.383}"
gefcom,COA-BiLSTM,42,62,0.6931,"{""hidden_dim"":188,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.386}"
gefcom,COA-BiLSTM,42,63,0.7123,"{""hidden_dim"":190,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.389}"
gefcom,COA-BiLSTM,42,64,0.6947,"{""hidden_dim"":192,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.392}"
gefcom,COA-BiLSTM,42,65,0.7136,"{""hidden_dim"":194,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.395}"
gefcom,COA-BiLSTM,42,66,0.7118,"{""hidden_dim"":196,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.398}"
gefcom,COA-BiLSTM,42,67,0.7128,"{""hidden_dim"":198,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.401}"
gefcom,COA-BiLSTM,42,68,0.737,"{""hidden_dim"":200,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.404}"
gefcom,COA-BiLSTM,42,69,0.7193,"{""hidden_dim"":202,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.40700000000000003}"
gefcom,COA-BiLSTM,42,70,0.7286,"{""hidden_dim"":204,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41000000000000003}"
gefcom,COA-BiLSTM,42,71,0.7039,"{""hidden_dim"":206,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41300000000000003}"
gefcom,COA-BiLSTM,42,72,0.7313,"{""hidden_dim"":208,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41600000000000004}"
gefcom,COA-BiLSTM,42,73,0.7571,"{""hidden_dim"":210,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41900000000000004}"
gefcom,COA-BiLSTM,42,74,0.7505,"{""hidden_dim"":212,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.42200000000000004}"
gefcom,COA-BiLSTM,42,75,0.7501,"{""hidden_dim"":214,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.425}"
gefcom,COA-BiLSTM,42,76,0.7367,"{""hidden_dim"":216,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.428}"
gefcom,COA-BiLSTM,42,77,0.7539,"{""hidden_dim"":218,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.431}"
gefcom,COA-BiLSTM,42,78,0.764,"{""hidden_dim"":220,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.434}"
gefcom,COA-BiLSTM,42,79,0.7711,"{""hidden_dim"":222,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.437}"
gefcom,COA-BiLSTM,42,80,0.7676,"{""hidden_dim"":224,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44}"
gefcom,COA-BiLSTM,42,81,0.7555,"{""hidden_dim"":226,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.443}"
gefcom,COA-BiLSTM,42,82,0.7685,"{""hidden_dim"":228,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44599999999999995}"
gefcom,COA-BiLSTM,42,83,0.7916,"{""hidden_dim"":230,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44899999999999995}"
gefcom,COA-BiLSTM,42,84,0.7728,"{""hidden_dim"":232,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.452}"
gefcom,COA-BiLSTM,42,85,0.7779,"{""hidden_dim"":234,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.455}"
gefcom,COA-BiLSTM,42,86,0.7658,"{""hidden_dim"":236,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.458}"
gefcom,COA-BiLSTM,42,87,0.7798,"{""hidden_dim"":238,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.461}"
gefcom,COA-BiLSTM,42,88,0.7781,"{""hidden_dim"":240,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.464}"
gefcom,COA-BiLSTM,42,89,0.7785,"{""hidden_dim"":242,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.467}"
gefcom,COA-BiLSTM,42,90,0.8016,"{""hidden_dim"":244,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47000000000000003}"
gefcom,COA-BiLSTM,42,91,0.7933,"{""hidden_dim"":246,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47300000000000003}"
gefcom,COA-BiLSTM,42,92,0.7787,"{""hidden_dim"":248,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47600000000000003}"
gefcom,COA-BiLSTM,42,93,0.8006,"{""hidden_dim"":250,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47900000000000004}"
gefcom,COA-BiLSTM,42,94,0.7948,"{""hidden_dim"":252,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.482}"
gefcom,COA-BiLSTM,42,95,0.8031,"{""hidden_dim"":254,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.485}"
gefcom,COA-BiLSTM,42,96,0.827,"{""hidden_dim"":256,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.488}"
gefcom,COA-BiLSTM,42,97,0.8351,"{""hidden_dim"":258,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.491}"
gefcom,COA-BiLSTM,42,98,0.813,"{""hidden_dim"":260,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.494}"
gefcom,COA-BiLSTM,42,99,0.8161,"{""hidden_dim"":262,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.497}"
gefcom,COA-BiLSTM,123,0,0.2479,"{""hidden_dim"":64,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.2}"
gefcom,COA-BiLSTM,123,1,0.2734,"{""hidden_dim"":66,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.203}"
gefcom,COA-BiLSTM,123,2,0.3222,"{""hidden_dim"":68,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.20600000000000002}"
gefcom,COA-BiLSTM,123,3,0.3386,"{""hidden_dim"":70,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.20900000000000002}"
gefcom,COA-BiLSTM,123,4,0.3747,"{""hidden_dim"":72,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.21200000000000002}"
gefcom,COA-BiLSTM,123,5,0.3885,"{""hidden_dim"":74,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.21500000000000002}"
gefcom,COA-BiLSTM,123,6,0.3951,"{""hidden_dim"":76,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.218}"
gefcom,COA-BiLSTM,123,7,0.3972,"{""hidden_dim"":78,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.221}"
gefcom,COA-BiLSTM,123,8,0.3986,"{""hidden_dim"":80,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.224}"
gefcom,COA-BiLSTM,123,9,0.4248,"{""hidden_dim"":82,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.227}"
gefcom,COA-BiLSTM,123,10,0.4212,"{""hidden_dim"":84,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23}"
gefcom,COA-BiLSTM,123,11,0.4552,"{""hidden_dim"":86,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.233}"
gefcom,COA-BiLSTM,123,12,0.4342,"{""hidden_dim"":88,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23600000000000002}"
gefcom,COA-BiLSTM,123,13,0.4572,"{""hidden_dim"":90,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23900000000000002}"
gefcom,COA-BiLSTM,123,14,0.4577,"{""hidden_dim"":92,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.24200000000000002}"
gefcom,COA-BiLSTM,123,15,0.4768,"{""hidden_dim"":94,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.245}"
gefcom,COA-BiLSTM,123,16,0.4754,"{""hidden_dim"":96,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.248}"
gefcom,COA-BiLSTM,123,17,0.4865,"{""hidden_dim"":98,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.251}"
gefcom,COA-BiLSTM,123,18,0.5155,"{""hidden_dim"":100,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.254}"
gefcom,COA-BiLSTM,123,19,0.4899,"{""hidden_dim"":102,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.257}"
gefcom,COA-BiLSTM,123,20,0.4964,"{""hidden_dim"":104,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.26}"
gefcom,COA-BiLSTM,123,21,0.5093,"{""hidden_dim"":106,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.263}"
gefcom,COA-BiLSTM,123,22,0.536,"{""hidden_dim"":108,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.266}"
gefcom,COA-BiLSTM,123,23,0.5319,"{""hidden_dim"":110,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.269}"
gefcom,COA-BiLSTM,123,24,0.5247,"{""hidden_dim"":112,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.272}"
gefcom,COA-BiLSTM,123,25,0.531,"{""hidden_dim"":114,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.275}"
gefcom,COA-BiLSTM,123,26,0.5366,"{""hidden_dim"":116,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.278}"
gefcom,COA-BiLSTM,123,27,0.5451,"{""hidden_dim"":118,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.281}"
gefcom,COA-BiLSTM,123,28,0.5507,"{""hidden_dim"":120,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.28400000000000003}"
gefcom,COA-BiLSTM,123,29,0.5691,"{""hidden_dim"":122,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.28700000000000003}"
gefcom,COA-BiLSTM,123,30,0.5604,"{""hidden_dim"":124,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29000000000000004}"
gefcom,COA-BiLSTM,123,31,0.5696,"{""hidden_dim"":126,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29300000000000004}"
gefcom,COA-BiLSTM,123,32,0.5759,"{""hidden_dim"":128,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29600000000000004}"
gefcom,COA-BiLSTM,123,33,0.5796,"{""hidden_dim"":130,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29900000000000004}"
gefcom,COA-BiLSTM,123,34,0.5866,"{""hidden_dim"":132,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.30200000000000005}"
gefcom,COA-BiLSTM,123,35,0.5734,"{""hidden_dim"":134,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.305}"
gefcom,COA-BiLSTM,123,36,0.5804,"{""hidden_dim"":136,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.308}"
gefcom,COA-BiLSTM,123,37,0.5959,"{""hidden_dim"":138,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.311}"
gefcom,COA-BiLSTM,123,38,0.5852,"{""hidden_dim"":140,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.314}"
gefcom,COA-BiLSTM,123,39,0.6043,"{""hidden_dim"":142,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.317}"
gefcom,COA-BiLSTM,123,40,0.5981,"{""hidden_dim"":144,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.32}"
gefcom,COA-BiLSTM,123,41,0.5995,"{""hidden_dim"":146,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.323}"
gefcom,COA-BiLSTM,123,42,0.6246,"{""hidden_dim"":148,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.326}"
gefcom,COA-BiLSTM,123,43,0.6337,"{""hidden_dim"":150,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.329}"
gefcom,COA-BiLSTM,123,44,0.6384,"{""hidden_dim"":152,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.332}"
gefcom,COA-BiLSTM,123,45,0.632,"{""hidden_dim"":154,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.335}"
gefcom,COA-BiLSTM,123,46,0.6258,"{""hidden_dim"":156,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.338}"
gefcom,COA-BiLSTM,123,47,0.6301,"{""hidden_dim"":158,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.34099999999999997}"
gefcom,COA-BiLSTM,123,48,0.6358,"{""hidden_dim"":160,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.344}"
gefcom,COA-BiLSTM,123,49,0.6418,"{""hidden_dim"":162,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.347}"
gefcom,COA-BiLSTM,123,50,0.6422,"{""hidden_dim"":164,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.35}"
gefcom,COA-BiLSTM,123,51,0.647,"{""hidden_dim"":166,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.353}"
gefcom,COA-BiLSTM,123,52,0.6308,"{""hidden_dim"":168,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.356}"
gefcom,COA-BiLSTM,123,53,0.6568,"{""hidden_dim"":170,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.359}"
gefcom,COA-BiLSTM,123,54,0.6954,"{""hidden_dim"":172,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.362}"
gefcom,COA-BiLSTM,123,55,0.6627,"{""hidden_dim"":174,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.365}"
gefcom,COA-BiLSTM,123,56,0.6845,"{""hidden_dim"":176,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.368}"
gefcom,COA-BiLSTM,123,57,0.6693,"{""hidden_dim"":178,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.371}"
gefcom,COA-BiLSTM,123,58,0.6885,"{""hidden_dim"":180,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.374}"
gefcom,COA-BiLSTM,123,59,0.6718,"{""hidden_dim"":182,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.377}"
gefcom,COA-BiLSTM,123,60,0.6789,"{""hidden_dim"":184,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.38}"
gefcom,COA-BiLSTM,123,61,0.6923,"{""hidden_dim"":186,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.383}"
gefcom,COA-BiLSTM,123,62,0.7133,"{""hidden_dim"":188,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.386}"
gefcom,COA-BiLSTM,123,63,0.7081,"{""hidden_dim"":190,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.389}"
gefcom,COA-BiLSTM,123,64,0.7019,"{""hidden_dim"":192,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.392}"
gefcom,COA-BiLSTM,123,65,0.7078,"{""hidden_dim"":194,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.395}"
gefcom,COA-BiLSTM,123,66,0.7327,"{""hidden_dim"":196,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.398}"
gefcom,COA-BiLSTM,123,67,0.7182,"{""hidden_dim"":198,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.401}"
gefcom,COA-BiLSTM,123,68,0.723,"{""hidden_dim"":200,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.404}"
gefcom,COA-BiLSTM,123,69,0.7344,"{""hidden_dim"":202,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.40700000000000003}"
gefcom,COA-BiLSTM,123,70,0.7203,"{""hidden_dim"":204,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41000000000000003}"
gefcom,COA-BiLSTM,123,71,0.7305,"{""hidden_dim"":206,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41300000000000003}"
gefcom,COA-BiLSTM,123,72,0.7408,"{""hidden_dim"":208,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41600000000000004}"
gefcom,COA-BiLSTM,123,73,0.7419,"{""hidden_dim"":210,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41900000000000004}"
gefcom,COA-BiLSTM,123,74,0.734,"{""hidden_dim"":212,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.42200000000000004}"
gefcom,COA-BiLSTM,123,75,0.7275,"{""hidden_dim"":214,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.425}"
gefcom,COA-BiLSTM,123,76,0.7304,"{""hidden_dim"":216,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.428}"
gefcom,COA-BiLSTM,123,77,0.7499,"{""hidden_dim"":218,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.431}"
gefcom,COA-BiLSTM,123,78,0.7565,"{""hidden_dim"":220,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.434}"
gefcom,COA-BiLSTM,123,79,0.7698,"{""hidden_dim"":222,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.437}"
